,loss,val_loss,acc,val_acc
0,0.003015304547716954,0.0028179862221688915,0.6915419884169884,0.7439671814671814
1,0.0029154040136699956,0.00281243744020873,0.7420366795366795,0.7439671814671814
2,0.0029117590322172266,0.0028166692489455017,0.744550353925354,0.7439671814671814
3,0.002909458487875867,0.002809665806003786,0.7445805180180181,0.7439671814671814
4,0.002909807144657336,0.0028172246455459952,0.7445905727155727,0.7439671814671814
5,0.002907936789849105,0.0028240122534322204,0.7445905727155727,0.7439671814671814
6,0.00290905433061411,0.002810637019739403,0.7445905727155727,0.7439671814671814
7,0.002907811638686693,0.0028129256582994375,0.7445905727155727,0.7439671814671814
8,0.002907252671015242,0.0028178569717376956,0.7445905727155727,0.7439671814671814
9,0.0029061355121958727,0.0028129581085922393,0.7445905727155727,0.7439671814671814
