DATE;TIME;OPEN;HIGH;LOW;CLOSE;TICKVOL;VOL;SPREAD
2015.01.15;04:00:00;1.17744;1.17869;1.17644;1.17669;8448;0;11
2015.01.15;08:00:00;1.17668;1.17855;1.15728;1.17219;19807;0;9
2015.01.15;12:00:00;1.17220;1.17720;1.16661;1.16985;36300;0;10
2015.01.15;16:00:00;1.16985;1.17026;1.15673;1.16006;31773;0;9
2015.01.15;20:00:00;1.16006;1.16350;1.15977;1.16298;18577;0;10
2015.01.16;00:00:00;1.16303;1.16486;1.14601;1.16261;97318;0;12
2015.01.16;04:00:00;1.16262;1.16455;1.16249;1.16287;13408;0;11
2015.01.16;08:00:00;1.16286;1.16479;1.16111;1.16280;22082;0;10
2015.01.16;12:00:00;1.16282;1.16345;1.15737;1.15843;21355;0;10
2015.01.16;16:00:00;1.15843;1.15851;1.14594;1.15468;33384;0;9
2015.01.16;20:00:00;1.15468;1.15883;1.15310;1.15650;16707;0;11
2015.01.19;00:00:00;1.15495;1.16389;1.15495;1.15698;59670;0;9
2015.01.19;04:00:00;1.15696;1.15733;1.15525;1.15611;8049;0;10
2015.01.19;08:00:00;1.15621;1.16273;1.15512;1.16151;13612;0;7
2015.01.19;12:00:00;1.16151;1.16223;1.15849;1.16096;8593;0;11
2015.01.19;16:00:00;1.16099;1.16381;1.15994;1.16076;7514;0;8
2015.01.19;20:00:00;1.16079;1.16161;1.16003;1.16060;2942;0;8
2015.01.20;00:00:00;1.16013;1.16149;1.15406;1.15878;56641;0;8
2015.01.20;04:00:00;1.15881;1.15887;1.15739;1.15833;3508;0;10
2015.01.20;08:00:00;1.15832;1.16082;1.15676;1.16039;8679;0;11
2015.01.20;12:00:00;1.16040;1.16138;1.15685;1.16032;8482;0;12
2015.01.20;16:00:00;1.16035;1.16035;1.15432;1.15467;9144;0;11
2015.01.20;20:00:00;1.15466;1.15565;1.15397;1.15479;3522;0;6
2015.01.21;00:00:00;1.15524;1.16796;1.15406;1.15604;62530;0;9
2015.01.21;04:00:00;1.15605;1.15749;1.15579;1.15739;3815;0;7
2015.01.21;08:00:00;1.15741;1.15875;1.15464;1.15700;8446;0;8
2015.01.21;12:00:00;1.15699;1.16361;1.15645;1.16322;9353;0;8
2015.01.21;16:00:00;1.16321;1.16790;1.15644;1.15733;17071;0;9
2015.01.21;20:00:00;1.15738;1.16105;1.15614;1.16087;4679;0;6
2015.01.22;00:00:00;1.16087;1.16509;1.13163;1.15976;72464;0;12
2015.01.22;04:00:00;1.15976;1.16085;1.15881;1.15903;3092;0;10
2015.01.22;08:00:00;1.15902;1.16285;1.15748;1.16227;8228;0;7
2015.01.22;12:00:00;1.16228;1.16485;1.15203;1.15610;13412;0;10
2015.01.22;16:00:00;1.15612;1.15636;1.13756;1.13816;20595;0;10
2015.01.22;20:00:00;1.13817;1.13914;1.13156;1.13642;7503;0;9
2015.01.23;00:00:00;1.13533;1.13742;1.11142;1.13610;79827;0;13
2015.01.23;04:00:00;1.13610;1.13685;1.13138;1.13351;4332;0;11
2015.01.23;08:00:00;1.13351;1.13556;1.12303;1.12323;14501;0;9
2015.01.23;12:00:00;1.12328;1.12469;1.11145;1.12340;17322;0;8
2015.01.23;16:00:00;1.12343;1.12881;1.12096;1.12547;15731;0;9
2015.01.23;20:00:00;1.12544;1.12568;1.12023;1.12032;5999;0;10
2015.01.26;00:00:00;1.11525;1.12955;1.10970;1.11683;70052;0;12
2015.01.26;04:00:00;1.11684;1.11940;1.11508;1.11843;4416;0;10
2015.01.26;08:00:00;1.11848;1.12591;1.11848;1.12498;12856;0;9
2015.01.26;12:00:00;1.12499;1.12760;1.12208;1.12680;9873;0;9
2015.01.26;16:00:00;1.12683;1.12945;1.12494;1.12786;11025;0;8
2015.01.26;20:00:00;1.12789;1.12817;1.12318;1.12373;4634;0;9
2015.01.27;00:00:00;1.12406;1.14225;1.12237;1.12483;65008;0;9
2015.01.27;04:00:00;1.12484;1.12536;1.12353;1.12377;3247;0;9
2015.01.27;08:00:00;1.12375;1.13451;1.12230;1.13176;12448;26218873000;1
2015.01.27;12:00:00;1.13173;1.13390;1.12609;1.13377;18172;0;1
2015.01.27;16:00:00;1.13380;1.14221;1.13330;1.13520;20459;0;1
2015.01.27;20:00:00;1.13519;1.13821;1.13402;1.13803;7944;0;1
2015.01.28;00:00:00;1.13748;1.13832;1.12762;1.13346;70294;0;3
2015.01.28;04:00:00;1.13345;1.13636;1.13301;1.13550;5364;0;6
2015.01.28;08:00:00;1.13550;1.13817;1.13263;1.13622;14087;0;1
2015.01.28;12:00:00;1.13624;1.13806;1.13415;1.13504;13108;0;1
2015.01.28;16:00:00;1.13508;1.13622;1.13065;1.13540;15073;0;1
2015.01.28;20:00:00;1.13536;1.13689;1.12757;1.12865;16262;0;1
2015.01.29;00:00:00;1.12836;1.13677;1.12619;1.12858;63464;0;2
2015.01.29;04:00:00;1.12868;1.12928;1.12612;1.12735;3494;0;10
2015.01.29;08:00:00;1.12735;1.13184;1.12649;1.13148;10332;14000000;6
2015.01.29;12:00:00;1.13149;1.13267;1.12901;1.13226;10958;0;10
2015.01.29;16:00:00;1.13226;1.13670;1.12780;1.13031;13017;0;10
2015.01.29;20:00:00;1.13033;1.13261;1.12941;1.13185;4457;0;6
2015.01.30;00:00:00;1.13187;1.13636;1.12785;1.13324;59912;0;9
2015.01.30;04:00:00;1.13323;1.13387;1.13210;1.13383;2691;0;9
2015.01.30;08:00:00;1.13387;1.13518;1.13035;1.13088;8459;0;10
2015.01.30;12:00:00;1.13093;1.13628;1.12919;1.13172;13392;0;10
2015.01.30;16:00:00;1.13175;1.13252;1.12782;1.12866;12387;0;12
2015.01.30;20:00:00;1.12862;1.13148;1.12770;1.12844;5340;0;11
2015.02.02;00:00:00;1.13072;1.13622;1.12924;1.13147;57572;0;2
2015.02.02;04:00:00;1.13147;1.13250;1.13050;1.13078;4546;0;4
2015.02.02;08:00:00;1.13077;1.13524;1.12918;1.13518;14188;0;1
2015.02.02;12:00:00;1.13516;1.13542;1.13019;1.13108;14365;0;1
2015.02.02;16:00:00;1.13107;1.13616;1.13088;1.13322;16084;0;1
2015.02.02;20:00:00;1.13322;1.13547;1.13310;1.13413;7395;0;1
2015.02.03;00:00:00;1.13399;1.15337;1.13123;1.13468;66970;0;1
2015.02.03;04:00:00;1.13469;1.13480;1.13216;1.13309;7327;0;6
2015.02.03;08:00:00;1.13310;1.13515;1.13122;1.13330;13914;0;1
2015.02.03;12:00:00;1.13329;1.14492;1.13313;1.14425;15461;0;1
2015.02.03;16:00:00;1.14423;1.14916;1.14196;1.14708;20809;0;1
2015.02.03;20:00:00;1.14709;1.15332;1.14709;1.14781;13844;0;1
2015.02.04;00:00:00;1.14771;1.14848;1.13154;1.14656;64080;0;2
2015.02.04;04:00:00;1.14652;1.14840;1.14549;1.14776;2663;0;2
2015.02.04;08:00:00;1.14778;1.14842;1.14366;1.14444;14762;0;5
2015.02.04;12:00:00;1.14443;1.14619;1.14295;1.14391;16559;0;5
2015.02.04;16:00:00;1.14391;1.14401;1.13998;1.14147;16683;0;5
2015.02.04;20:00:00;1.14146;1.14463;1.13155;1.13433;13218;0;5
2015.02.05;00:00:00;1.13430;1.14987;1.13035;1.13418;70119;0;5
2015.02.05;04:00:00;1.13419;1.13616;1.13364;1.13466;6026;0;9
2015.02.05;08:00:00;1.13467;1.13956;1.13312;1.13880;14654;0;5
2015.02.05;12:00:00;1.13882;1.14556;1.13738;1.14235;19171;0;5
2015.02.05;16:00:00;1.14235;1.14523;1.14172;1.14507;15468;0;6
2015.02.05;20:00:00;1.14507;1.14983;1.14495;1.14763;10272;0;6
2015.02.06;00:00:00;1.14763;1.14857;1.13118;1.14626;61710;0;6
2015.02.06;04:00:00;1.14625;1.14719;1.14606;1.14664;4260;0;9
2015.02.06;08:00:00;1.14664;1.14730;1.14405;1.14536;10767;0;8
2015.02.06;12:00:00;1.14537;1.14660;1.13511;1.13938;16934;0;5
2015.02.06;16:00:00;1.13938;1.13938;1.13131;1.13221;20511;0;5
2015.02.06;20:00:00;1.13219;1.13249;1.13090;1.13102;7855;0;5
2015.02.09;00:00:00;1.12999;1.13592;1.12701;1.13290;56490;0;8
2015.02.09;04:00:00;1.13290;1.13395;1.13274;1.13369;4173;0;5
2015.02.09;08:00:00;1.13368;1.13586;1.13179;1.13439;12891;0;5
2015.02.09;12:00:00;1.13439;1.13470;1.12698;1.12935;16431;0;5
2015.02.09;16:00:00;1.12936;1.13471;1.12886;1.13278;17184;0;5
2015.02.09;20:00:00;1.13277;1.13543;1.13177;1.13234;8392;0;8
2015.02.10;00:00:00;1.13238;1.13454;1.12730;1.13279;60602;0;9
2015.02.10;04:00:00;1.13284;1.13448;1.13265;1.13338;5053;0;8
2015.02.10;08:00:00;1.13337;1.13409;1.12842;1.12842;13267;0;5
2015.02.10;12:00:00;1.12843;1.13345;1.12726;1.12950;19330;0;5
2015.02.10;16:00:00;1.12951;1.13269;1.12951;1.13115;17894;0;5
2015.02.10;20:00:00;1.13116;1.13262;1.13024;1.13197;8626;0;8
2015.02.11;00:00:00;1.13170;1.13472;1.12799;1.13287;56853;0;9
2015.02.11;04:00:00;1.13287;1.13308;1.13140;1.13168;4233;0;9
2015.02.11;08:00:00;1.13168;1.13287;1.13021;1.13227;11518;0;5
2015.02.11;12:00:00;1.13227;1.13229;1.12887;1.13145;14475;0;6
2015.02.11;16:00:00;1.13145;1.13198;1.12794;1.12935;18193;0;5
2015.02.11;20:00:00;1.12934;1.13466;1.12862;1.13351;11467;0;5
2015.02.12;00:00:00;1.13438;1.14229;1.13016;1.13164;68368;0;5
2015.02.12;04:00:00;1.13162;1.13187;1.13051;1.13160;3393;0;6
2015.02.12;08:00:00;1.13156;1.13539;1.13094;1.13437;14564;0;5
2015.02.12;12:00:00;1.13433;1.13742;1.13261;1.13501;17106;0;5
2015.02.12;16:00:00;1.13501;1.14224;1.13292;1.13869;20008;0;5
2015.02.12;20:00:00;1.13870;1.14188;1.13780;1.14022;9058;0;5
2015.02.13;00:00:00;1.14019;1.14429;1.13800;1.13990;58262;0;8
2015.02.13;04:00:00;1.13987;1.14393;1.13956;1.14386;7050;0;8
2015.02.13;08:00:00;1.14388;1.14421;1.14170;1.14315;13331;0;7
2015.02.13;12:00:00;1.14303;1.14319;1.13792;1.13901;13545;0;5
2015.02.13;16:00:00;1.13902;1.14315;1.13832;1.14072;14292;0;5
2015.02.13;20:00:00;1.14073;1.14084;1.13845;1.13919;6965;0;5
2015.02.16;00:00:00;1.13955;1.14289;1.13196;1.14080;44548;0;8
2015.02.16;04:00:00;1.14077;1.14218;1.14024;1.14132;4595;0;5
2015.02.16;08:00:00;1.14132;1.14285;1.13950;1.14030;9203;0;5
2015.02.16;12:00:00;1.14029;1.14198;1.13965;1.14051;10141;0;5
2015.02.16;16:00:00;1.14059;1.14143;1.13402;1.13566;11670;0;5
2015.02.16;20:00:00;1.13567;1.13584;1.13191;1.13528;9671;0;8
2015.02.17;00:00:00;1.13517;1.14489;1.13217;1.13366;63431;0;8
2015.02.17;04:00:00;1.13367;1.13656;1.13365;1.13642;5700;0;9
2015.02.17;08:00:00;1.13646;1.13965;1.13369;1.13855;13938;0;7
2015.02.17;12:00:00;1.13849;1.14478;1.13763;1.14150;16998;0;5
2015.02.17;16:00:00;1.14149;1.14312;1.13809;1.14171;16635;0;5
2015.02.17;20:00:00;1.14169;1.14246;1.13899;1.14100;8846;0;6
2015.02.18;00:00:00;1.14100;1.14158;1.13341;1.13980;53999;0;8
2015.02.18;04:00:00;1.13985;1.14152;1.13975;1.14101;4673;0;9
2015.02.18;08:00:00;1.14102;1.14117;1.13776;1.13926;11495;0;7
2015.02.18;12:00:00;1.13925;1.13951;1.13587;1.13735;15103;0;6
2015.02.18;16:00:00;1.13736;1.13816;1.13335;1.13420;15866;0;5
2015.02.18;20:00:00;1.13420;1.14072;1.13362;1.13962;13502;0;5
2015.02.19;00:00:00;1.13955;1.14500;1.13551;1.14159;48744;0;9
2015.02.19;04:00:00;1.14160;1.14238;1.14098;1.14192;4950;0;7
2015.02.19;08:00:00;1.14192;1.14496;1.13934;1.13948;12349;0;5
2015.02.19;12:00:00;1.13950;1.14053;1.13550;1.13693;16981;0;5
2015.02.19;16:00:00;1.13693;1.13962;1.13651;1.13753;14295;0;5
2015.02.19;20:00:00;1.13752;1.13793;1.13571;1.13674;7094;0;5
2015.02.20;00:00:00;1.13650;1.14295;1.12791;1.13684;62953;0;5
2015.02.20;04:00:00;1.13682;1.13722;1.13614;1.13643;2972;0;8
2015.02.20;08:00:00;1.13643;1.13671;1.13034;1.13308;13806;0;5
2015.02.20;12:00:00;1.13310;1.13530;1.12788;1.13129;16986;0;1
2015.02.20;16:00:00;1.13128;1.14229;1.12861;1.13921;19506;0;1
2015.02.20;20:00:00;1.13921;1.14231;1.13652;1.13785;12826;0;5
2015.02.23;00:00:00;1.13940;1.13959;1.12953;1.13770;46808;0;8
2015.02.23;04:00:00;1.13771;1.13928;1.13738;1.13772;3613;0;5
2015.02.23;08:00:00;1.13771;1.13809;1.13100;1.13121;12474;0;5
2015.02.23;12:00:00;1.13122;1.13205;1.12947;1.13197;14028;0;5
2015.02.23;16:00:00;1.13204;1.13597;1.13168;1.13304;13208;0;5
2015.02.23;20:00:00;1.13307;1.13514;1.13270;1.13340;7142;0;5
2015.02.24;00:00:00;1.13367;1.13581;1.12888;1.13395;57158;0;8
2015.02.24;04:00:00;1.13396;1.13405;1.13231;1.13298;4963;0;7
2015.02.24;08:00:00;1.13297;1.13413;1.12993;1.13027;11001;0;5
2015.02.24;12:00:00;1.13030;1.13396;1.12962;1.13326;12655;0;5
2015.02.24;16:00:00;1.13327;1.13577;1.12900;1.13352;18480;0;5
2015.02.24;20:00:00;1.13354;1.13464;1.13308;1.13397;7687;0;5
2015.02.25;00:00:00;1.13398;1.13885;1.13357;1.13447;56459;0;5
2015.02.25;04:00:00;1.13448;1.13498;1.13418;1.13477;3986;0;7
2015.02.25;08:00:00;1.13479;1.13880;1.13478;1.13676;13083;0;5
2015.02.25;12:00:00;1.13675;1.13710;1.13353;1.13484;14302;0;5
2015.02.25;16:00:00;1.13484;1.13680;1.13393;1.13627;12955;0;6
2015.02.25;20:00:00;1.13626;1.13655;1.13530;1.13606;6662;0;6
2015.02.26;00:00:00;1.13605;1.13797;1.11835;1.13645;60151;0;8
2015.02.26;04:00:00;1.13643;1.13731;1.13625;1.13629;3333;0;7
2015.02.26;08:00:00;1.13628;1.13745;1.13442;1.13727;10783;0;5
2015.02.26;12:00:00;1.13727;1.13791;1.12438;1.12583;14993;0;5
2015.02.26;16:00:00;1.12579;1.12622;1.11871;1.11943;18797;0;5
2015.02.26;20:00:00;1.11952;1.12032;1.11834;1.11975;8602;0;5
2015.02.27;00:00:00;1.11993;1.12452;1.11762;1.12039;64671;0;5
2015.02.27;04:00:00;1.12039;1.12151;1.12021;1.12147;4513;0;7
2015.02.27;08:00:00;1.12146;1.12314;1.11965;1.12209;13159;0;5
2015.02.27;12:00:00;1.12210;1.12446;1.12032;1.12259;16090;0;5
2015.02.27;16:00:00;1.12261;1.12293;1.11758;1.11943;16855;0;5
2015.02.27;20:00:00;1.11944;1.12072;1.11830;1.11957;7608;0;5
2015.03.02;00:00:00;1.11793;1.12405;1.11597;1.11723;50149;0;5
2015.03.02;04:00:00;1.11724;1.11831;1.11697;1.11823;3790;0;9
2015.03.02;08:00:00;1.11823;1.12176;1.11662;1.12161;11493;0;5
2015.03.02;12:00:00;1.12158;1.12402;1.12111;1.12230;13435;0;7
2015.03.02;16:00:00;1.12228;1.12342;1.11762;1.11771;12768;0;7
2015.03.02;20:00:00;1.11773;1.11978;1.11772;1.11824;5993;0;7
2015.03.03;00:00:00;1.11836;1.12175;1.11546;1.11932;51152;0;9
2015.03.03;04:00:00;1.11931;1.12002;1.11880;1.11974;5651;0;8
2015.03.03;08:00:00;1.11974;1.12118;1.11696;1.11717;12321;0;6
2015.03.03;12:00:00;1.11719;1.11767;1.11545;1.11696;13631;0;7
2015.03.03;16:00:00;1.11697;1.12171;1.11697;1.12009;14265;0;7
2015.03.03;20:00:00;1.12010;1.12027;1.11722;1.11752;7151;0;7
2015.03.04;00:00:00;1.11737;1.11856;1.10616;1.11785;54565;0;9
2015.03.04;04:00:00;1.11784;1.11802;1.11637;1.11690;3412;0;8
2015.03.04;08:00:00;1.11690;1.11771;1.11153;1.11302;13576;0;7
2015.03.04;12:00:00;1.11304;1.11440;1.11156;1.11340;14710;0;5
2015.03.04;16:00:00;1.11340;1.11342;1.10615;1.10724;17279;0;7
2015.03.04;20:00:00;1.10725;1.10794;1.10637;1.10767;6247;0;7
2015.03.05;00:00:00;1.10773;1.11144;1.09874;1.10708;62650;0;8
2015.03.05;04:00:00;1.10709;1.10770;1.10547;1.10551;4933;0;7
2015.03.05;08:00:00;1.10551;1.10610;1.10259;1.10362;13614;0;8
2015.03.05;12:00:00;1.10362;1.11118;1.10282;1.10341;15875;0;7
2015.03.05;16:00:00;1.10344;1.10507;1.09879;1.10170;20059;0;7
2015.03.05;20:00:00;1.10172;1.10335;1.10126;1.10291;6834;0;8
2015.03.06;00:00:00;1.10296;1.10327;1.08415;1.10262;62801;0;8
2015.03.06;04:00:00;1.10262;1.10302;1.10198;1.10220;2794;0;8
2015.03.06;08:00:00;1.10220;1.10251;1.09649;1.09671;11938;0;5
2015.03.06;12:00:00;1.09668;1.09856;1.08737;1.08955;18610;0;5
2015.03.06;16:00:00;1.08953;1.08999;1.08449;1.08551;19326;0;5
2015.03.06;20:00:00;1.08551;1.08637;1.08387;1.08433;8927;0;7
2015.03.09;00:00:00;1.08270;1.09065;1.08227;1.08404;55910;0;5
2015.03.09;04:00:00;1.08406;1.08441;1.08358;1.08414;4327;0;2
2015.03.09;08:00:00;1.08413;1.08992;1.08412;1.08914;13172;0;4
2015.03.09;12:00:00;1.08914;1.09061;1.08463;1.08586;15067;0;5
2015.03.09;16:00:00;1.08586;1.08643;1.08380;1.08590;13763;0;8
2015.03.09;20:00:00;1.08594;1.08624;1.08479;1.08518;6446;0;7
2015.03.10;00:00:00;1.08513;1.08559;1.06927;1.08303;78763;0;7
2015.03.10;04:00:00;1.08303;1.08327;1.07847;1.07977;9073;0;5
2015.03.10;08:00:00;1.07979;1.08232;1.07348;1.07535;17523;0;5
2015.03.10;12:00:00;1.07534;1.07913;1.07220;1.07684;20351;0;5
2015.03.10;16:00:00;1.07686;1.07714;1.06972;1.07189;17872;0;5
2015.03.10;20:00:00;1.07188;1.07222;1.06676;1.06785;9396;0;8
2015.03.11;00:00:00;1.06940;1.07166;1.05111;1.07043;85411;0;8
2015.03.11;04:00:00;1.07042;1.07051;1.06652;1.06882;7985;0;8
2015.03.11;08:00:00;1.06883;1.06963;1.05940;1.06019;19926;0;8
2015.03.11;12:00:00;1.06016;1.06278;1.05597;1.06006;22162;0;8
2015.03.11;16:00:00;1.06008;1.06056;1.05108;1.05312;20741;0;8
2015.03.11;20:00:00;1.05311;1.05551;1.05268;1.05444;10958;0;7
2015.03.12;00:00:00;1.05472;1.06838;1.04946;1.05322;86771;0;6
2015.03.12;04:00:00;1.05323;1.05368;1.04943;1.05292;9313;0;5
2015.03.12;08:00:00;1.05292;1.06425;1.05287;1.05996;21553;0;5
2015.03.12;12:00:00;1.05997;1.06833;1.05876;1.06138;23393;0;8
2015.03.12;16:00:00;1.06136;1.06457;1.05885;1.06087;19239;0;8
2015.03.12;20:00:00;1.06095;1.06394;1.05965;1.06241;9469;0;8
2015.03.13;00:00:00;1.06325;1.06346;1.04623;1.06089;75313;0;8
2015.03.13;04:00:00;1.06089;1.06181;1.05960;1.06001;4810;0;8
2015.03.13;08:00:00;1.05999;1.06343;1.05644;1.06081;15748;0;8
2015.03.13;12:00:00;1.06080;1.06123;1.05300;1.05312;20154;0;5
2015.03.13;16:00:00;1.05335;1.05400;1.04650;1.04921;26332;0;5
2015.03.13;20:00:00;1.04911;1.04967;1.04619;1.04910;10246;0;5
2015.03.16;00:00:00;1.04712;1.06193;1.04712;1.05264;65982;0;5
2015.03.16;04:00:00;1.05264;1.05337;1.05012;1.05246;6061;0;5
2015.03.16;08:00:00;1.05241;1.05524;1.04979;1.05354;19774;0;5
2015.03.16;12:00:00;1.05352;1.06113;1.05232;1.05976;20886;0;1
2015.03.16;16:00:00;1.05973;1.06193;1.05632;1.05901;20342;0;1
2015.03.16;20:00:00;1.05899;1.05944;1.05626;1.05669;8208;0;1
2015.03.17;00:00:00;1.05676;1.06508;1.05510;1.05594;59861;0;1
2015.03.17;04:00:00;1.05594;1.05747;1.05546;1.05576;4911;0;1
2015.03.17;08:00:00;1.05576;1.06152;1.05518;1.06069;17005;0;1
2015.03.17;12:00:00;1.06072;1.06416;1.05946;1.06363;18539;0;1
2015.03.17;16:00:00;1.06362;1.06505;1.05838;1.05949;17866;0;1
2015.03.17;20:00:00;1.05958;1.06051;1.05859;1.05972;8589;0;1
2015.03.18;00:00:00;1.05885;1.10374;1.05799;1.06079;73971;0;1
2015.03.18;04:00:00;1.06080;1.06108;1.05797;1.05797;4268;0;1
2015.03.18;08:00:00;1.05797;1.06193;1.05797;1.06098;14908;0;1
2015.03.18;12:00:00;1.06098;1.06353;1.05891;1.06114;17357;0;1
2015.03.18;16:00:00;1.06112;1.06697;1.06022;1.06557;18903;0;1
2015.03.18;20:00:00;1.06548;1.10415;1.06153;1.08284;26752;0;1
2015.03.19;00:00:00;1.08644;1.09193;1.06133;1.08459;101432;0;1
2015.03.19;04:00:00;1.08460;1.08460;1.07572;1.07713;14427;0;1
2015.03.19;08:00:00;1.07713;1.07945;1.06299;1.06867;22976;0;5
2015.03.19;12:00:00;1.06821;1.07364;1.06401;1.06557;23110;0;5
2015.03.19;16:00:00;1.06558;1.06868;1.06179;1.06342;20787;0;5
2015.03.19;20:00:00;1.06343;1.06612;1.06125;1.06561;11419;0;5
2015.03.20;00:00:00;1.06558;1.08817;1.06491;1.06936;78033;0;7
2015.03.20;04:00:00;1.06937;1.06937;1.06733;1.06868;7069;0;9
2015.03.20;08:00:00;1.06869;1.06939;1.06560;1.06719;16343;0;5
2015.03.20;12:00:00;1.06719;1.08159;1.06716;1.07967;20008;0;14
2015.03.20;16:00:00;1.07967;1.08813;1.07531;1.08463;21788;0;14
2015.03.20;20:00:00;1.08464;1.08540;1.07941;1.08189;9229;0;7
2015.03.23;00:00:00;1.08331;1.09713;1.07674;1.08069;88306;0;6
2015.03.23;04:00:00;1.08068;1.08338;1.07835;1.08151;9856;0;8
2015.03.23;08:00:00;1.08149;1.08411;1.07667;1.08130;17820;0;14
2015.03.23;12:00:00;1.08128;1.09406;1.08088;1.09213;23582;0;7
2015.03.23;16:00:00;1.09213;1.09538;1.08825;1.09307;20655;0;14
2015.03.23;20:00:00;1.09308;1.09707;1.09236;1.09441;8941;0;5
2015.03.24;00:00:00;1.09472;1.10292;1.08904;1.09278;78828;0;14
2015.03.24;04:00:00;1.09280;1.09319;1.09035;1.09280;5410;0;14
2015.03.24;08:00:00;1.09281;1.10000;1.09062;1.09710;19081;0;14
2015.03.24;12:00:00;1.09711;1.10286;1.09102;1.09379;23595;0;14
2015.03.24;16:00:00;1.09377;1.09431;1.08897;1.09198;18387;0;14
2015.03.24;20:00:00;1.09194;1.09305;1.09096;1.09176;6886;0;9
