DATE;TIME;OPEN;HIGH;LOW;CLOSE;TICKVOL;VOL;SPREAD
2015.01.29;00:00:00;1.12836;1.13677;1.12612;1.12735;66958;0;2
2015.01.29;08:00:00;1.12735;1.13267;1.12649;1.13226;21290;14000000;6
2015.01.29;16:00:00;1.13226;1.13670;1.12780;1.13185;17474;0;6
2015.01.30;00:00:00;1.13187;1.13636;1.12785;1.13383;62603;0;9
2015.01.30;08:00:00;1.13387;1.13628;1.12919;1.13172;21851;0;10
2015.01.30;16:00:00;1.13175;1.13252;1.12770;1.12844;17727;0;11
2015.02.02;00:00:00;1.13072;1.13622;1.12924;1.13078;62118;0;2
2015.02.02;08:00:00;1.13077;1.13542;1.12918;1.13108;28553;0;1
2015.02.02;16:00:00;1.13107;1.13616;1.13088;1.13413;23479;0;1
2015.02.03;00:00:00;1.13399;1.15337;1.13123;1.13309;74297;0;1
2015.02.03;08:00:00;1.13310;1.14492;1.13122;1.14425;29375;0;1
2015.02.03;16:00:00;1.14423;1.15332;1.14196;1.14781;34653;0;1
2015.02.04;00:00:00;1.14771;1.14848;1.13154;1.14776;66743;0;2
2015.02.04;08:00:00;1.14778;1.14842;1.14295;1.14391;31321;0;5
2015.02.04;16:00:00;1.14391;1.14463;1.13155;1.13433;29901;0;5
2015.02.05;00:00:00;1.13430;1.14987;1.13035;1.13466;76145;0;5
2015.02.05;08:00:00;1.13467;1.14556;1.13312;1.14235;33825;0;5
2015.02.05;16:00:00;1.14235;1.14983;1.14172;1.14763;25740;0;6
2015.02.06;00:00:00;1.14763;1.14857;1.13118;1.14664;65970;0;6
2015.02.06;08:00:00;1.14664;1.14730;1.13511;1.13938;27701;0;5
2015.02.06;16:00:00;1.13938;1.13938;1.13090;1.13102;28366;0;5
2015.02.09;00:00:00;1.12999;1.13592;1.12701;1.13369;60663;0;5
2015.02.09;08:00:00;1.13368;1.13586;1.12698;1.12935;29322;0;5
2015.02.09;16:00:00;1.12936;1.13543;1.12886;1.13234;25576;0;5
2015.02.10;00:00:00;1.13238;1.13454;1.12730;1.13338;65655;0;8
2015.02.10;08:00:00;1.13337;1.13409;1.12726;1.12950;32597;0;5
2015.02.10;16:00:00;1.12951;1.13269;1.12951;1.13197;26520;0;5
2015.02.11;00:00:00;1.13170;1.13472;1.12799;1.13168;61086;0;9
2015.02.11;08:00:00;1.13168;1.13287;1.12887;1.13145;25993;0;5
2015.02.11;16:00:00;1.13145;1.13466;1.12794;1.13351;29660;0;5
2015.02.12;00:00:00;1.13438;1.14229;1.13016;1.13160;71761;0;5
2015.02.12;08:00:00;1.13156;1.13742;1.13094;1.13501;31670;0;5
2015.02.12;16:00:00;1.13501;1.14224;1.13292;1.14022;29066;0;5
2015.02.13;00:00:00;1.14019;1.14429;1.13800;1.14386;65312;0;8
2015.02.13;08:00:00;1.14388;1.14421;1.13792;1.13901;26876;0;5
2015.02.13;16:00:00;1.13902;1.14315;1.13832;1.13919;21257;0;5
2015.02.16;00:00:00;1.13955;1.14289;1.13196;1.14132;49143;0;5
2015.02.16;08:00:00;1.14132;1.14285;1.13950;1.14051;19344;0;5
2015.02.16;16:00:00;1.14059;1.14143;1.13191;1.13528;21341;0;5
2015.02.17;00:00:00;1.13517;1.14489;1.13217;1.13642;69131;0;8
2015.02.17;08:00:00;1.13646;1.14478;1.13369;1.14150;30936;0;5
2015.02.17;16:00:00;1.14149;1.14312;1.13809;1.14100;25481;0;5
2015.02.18;00:00:00;1.14100;1.14158;1.13341;1.14101;58672;0;8
2015.02.18;08:00:00;1.14102;1.14117;1.13587;1.13735;26598;0;6
2015.02.18;16:00:00;1.13736;1.14072;1.13335;1.13962;29368;0;5
2015.02.19;00:00:00;1.13955;1.14500;1.13551;1.14192;53694;0;7
2015.02.19;08:00:00;1.14192;1.14496;1.13550;1.13693;29330;0;5
2015.02.19;16:00:00;1.13693;1.13962;1.13571;1.13674;21389;0;5
2015.02.20;00:00:00;1.13650;1.14295;1.12791;1.13643;65925;0;5
2015.02.20;08:00:00;1.13643;1.13671;1.12788;1.13129;30792;0;1
2015.02.20;16:00:00;1.13128;1.14231;1.12861;1.13785;32332;0;1
2015.02.23;00:00:00;1.13940;1.13959;1.12953;1.13772;50421;0;5
2015.02.23;08:00:00;1.13771;1.13809;1.12947;1.13197;26502;0;5
2015.02.23;16:00:00;1.13204;1.13597;1.13168;1.13340;20350;0;5
2015.02.24;00:00:00;1.13367;1.13581;1.12888;1.13298;62121;0;7
2015.02.24;08:00:00;1.13297;1.13413;1.12962;1.13326;23656;0;5
2015.02.24;16:00:00;1.13327;1.13577;1.12900;1.13397;26167;0;5
2015.02.25;00:00:00;1.13398;1.13885;1.13357;1.13477;60445;0;5
2015.02.25;08:00:00;1.13479;1.13880;1.13353;1.13484;27385;0;5
2015.02.25;16:00:00;1.13484;1.13680;1.13393;1.13606;19617;0;6
2015.02.26;00:00:00;1.13605;1.13797;1.11835;1.13629;63484;0;7
2015.02.26;08:00:00;1.13628;1.13791;1.12438;1.12583;25776;0;5
2015.02.26;16:00:00;1.12579;1.12622;1.11834;1.11975;27399;0;5
2015.02.27;00:00:00;1.11993;1.12452;1.11762;1.12147;69184;0;5
2015.02.27;08:00:00;1.12146;1.12446;1.11965;1.12259;29249;0;5
2015.02.27;16:00:00;1.12261;1.12293;1.11758;1.11957;24463;0;5
2015.03.02;00:00:00;1.11793;1.12405;1.11597;1.11823;53939;0;5
2015.03.02;08:00:00;1.11823;1.12402;1.11662;1.12230;24928;0;5
2015.03.02;16:00:00;1.12228;1.12342;1.11762;1.11824;18761;0;7
2015.03.03;00:00:00;1.11836;1.12175;1.11546;1.11974;56803;0;8
2015.03.03;08:00:00;1.11974;1.12118;1.11545;1.11696;25952;0;6
2015.03.03;16:00:00;1.11697;1.12171;1.11697;1.11752;21416;0;7
2015.03.04;00:00:00;1.11737;1.11856;1.10616;1.11690;57977;0;8
2015.03.04;08:00:00;1.11690;1.11771;1.11153;1.11340;28286;0;5
2015.03.04;16:00:00;1.11340;1.11342;1.10615;1.10767;23526;0;7
2015.03.05;00:00:00;1.10773;1.11144;1.09874;1.10551;67583;0;7
2015.03.05;08:00:00;1.10551;1.11118;1.10259;1.10341;29489;0;7
2015.03.05;16:00:00;1.10344;1.10507;1.09879;1.10291;26893;0;7
2015.03.06;00:00:00;1.10296;1.10327;1.08415;1.10220;65595;0;8
2015.03.06;08:00:00;1.10220;1.10251;1.08737;1.08955;30548;0;5
2015.03.06;16:00:00;1.08953;1.08999;1.08387;1.08433;28253;0;5
2015.03.09;00:00:00;1.08270;1.09065;1.08227;1.08414;60237;0;2
2015.03.09;08:00:00;1.08413;1.09061;1.08412;1.08586;28239;0;4
2015.03.09;16:00:00;1.08586;1.08643;1.08380;1.08518;20209;0;7
2015.03.10;00:00:00;1.08513;1.08559;1.06927;1.07977;87836;0;5
2015.03.10;08:00:00;1.07979;1.08232;1.07220;1.07684;37874;0;5
2015.03.10;16:00:00;1.07686;1.07714;1.06676;1.06785;27268;0;5
2015.03.11;00:00:00;1.06940;1.07166;1.05111;1.06882;93396;0;8
2015.03.11;08:00:00;1.06883;1.06963;1.05597;1.06006;42088;0;8
2015.03.11;16:00:00;1.06008;1.06056;1.05108;1.05444;31699;0;7
2015.03.12;00:00:00;1.05472;1.06838;1.04943;1.05292;96084;0;5
2015.03.12;08:00:00;1.05292;1.06833;1.05287;1.06138;44946;0;5
2015.03.12;16:00:00;1.06136;1.06457;1.05885;1.06241;28708;0;8
2015.03.13;00:00:00;1.06325;1.06346;1.04623;1.06001;80123;0;8
2015.03.13;08:00:00;1.05999;1.06343;1.05300;1.05312;35902;0;5
2015.03.13;16:00:00;1.05335;1.05400;1.04619;1.04910;36578;0;5
2015.03.16;00:00:00;1.04712;1.06193;1.04712;1.05246;72043;0;5
2015.03.16;08:00:00;1.05241;1.06113;1.04979;1.05976;40660;0;1
2015.03.16;16:00:00;1.05973;1.06193;1.05626;1.05669;28550;0;1
2015.03.17;00:00:00;1.05676;1.06508;1.05510;1.05576;64772;0;1
2015.03.17;08:00:00;1.05576;1.06416;1.05518;1.06363;35544;0;1
2015.03.17;16:00:00;1.06362;1.06505;1.05838;1.05972;26455;0;1
2015.03.18;00:00:00;1.05885;1.10374;1.05797;1.05797;78239;0;1
2015.03.18;08:00:00;1.05797;1.06353;1.05797;1.06114;32265;0;1
2015.03.18;16:00:00;1.06112;1.10415;1.06022;1.08284;45655;0;1
2015.03.19;00:00:00;1.08644;1.09193;1.06133;1.07713;115859;0;1
2015.03.19;08:00:00;1.07713;1.07945;1.06299;1.06557;46086;0;5
2015.03.19;16:00:00;1.06558;1.06868;1.06125;1.06561;32206;0;5
2015.03.20;00:00:00;1.06558;1.08817;1.06491;1.06868;85102;0;7
2015.03.20;08:00:00;1.06869;1.08159;1.06560;1.07967;36351;0;5
2015.03.20;16:00:00;1.07967;1.08813;1.07531;1.08189;31017;0;7
2015.03.23;00:00:00;1.08331;1.09713;1.07674;1.08151;98162;0;6
2015.03.23;08:00:00;1.08149;1.09406;1.07667;1.09213;41402;0;7
2015.03.23;16:00:00;1.09213;1.09707;1.08825;1.09441;29596;0;5
2015.03.24;00:00:00;1.09472;1.10292;1.08904;1.09280;84238;0;14
2015.03.24;08:00:00;1.09281;1.10286;1.09062;1.09379;42676;0;14
2015.03.24;16:00:00;1.09377;1.09431;1.08897;1.09176;25273;0;9
2015.03.25;00:00:00;1.09177;1.10146;1.09002;1.09254;73578;0;9
2015.03.25;08:00:00;1.09254;1.10139;1.09064;1.09684;35261;0;14
2015.03.25;16:00:00;1.09685;1.09920;1.09484;1.09708;23820;0;12
2015.03.26;00:00:00;1.09680;1.10524;1.08563;1.09798;88383;0;6
2015.03.26;08:00:00;1.09799;1.10515;1.09393;1.09587;43530;0;5
2015.03.26;16:00:00;1.09589;1.09601;1.08555;1.08740;28823;0;5
2015.03.27;00:00:00;1.08788;1.09487;1.08012;1.08807;83801;0;7
2015.03.27;08:00:00;1.08805;1.08967;1.08007;1.08748;39789;0;5
2015.03.27;16:00:00;1.08749;1.09473;1.08543;1.08841;27517;0;6
2015.03.30;00:00:00;1.08847;1.08949;1.08101;1.08596;71013;0;8
2015.03.30;08:00:00;1.08595;1.08808;1.08195;1.08321;34011;0;5
2015.03.30;16:00:00;1.08323;1.08631;1.08095;1.08320;28908;0;5
2015.03.31;00:00:00;1.08298;1.08453;1.07132;1.07967;74951;0;11
2015.03.31;08:00:00;1.07969;1.07969;1.07123;1.07526;31775;0;14
2015.03.31;16:00:00;1.07526;1.07720;1.07217;1.07308;25731;0;12
2015.04.01;00:00:00;1.07353;1.07998;1.07186;1.07848;78874;0;10
2015.04.01;08:00:00;1.07849;1.07992;1.07180;1.07770;30225;0;14
2015.04.01;16:00:00;1.07771;1.07940;1.07267;1.07624;26574;0;10
2015.04.02;00:00:00;1.07628;1.09053;1.07497;1.07726;68825;0;8
2015.04.02;08:00:00;1.07726;1.08682;1.07695;1.08470;29451;0;14
2015.04.02;16:00:00;1.08469;1.09048;1.08468;1.08792;26702;0;1
2015.04.03;00:00:00;1.08810;1.10269;1.08632;1.08787;43255;0;9
2015.04.03;08:00:00;1.08788;1.10137;1.08664;1.10052;16902;0;9
2015.04.03;16:00:00;1.10053;1.10261;1.09648;1.09679;16839;0;8
2015.04.06;00:00:00;1.09850;1.10358;1.09100;1.09768;46185;0;1
2015.04.06;08:00:00;1.09768;1.10204;1.09653;1.10183;12220;0;3
2015.04.06;16:00:00;1.10184;1.10348;1.09090;1.09213;21332;0;13
2015.04.07;00:00:00;1.09244;1.09547;1.08035;1.09258;69861;0;5
2015.04.07;08:00:00;1.09238;1.09461;1.08333;1.08494;32761;0;4
2015.04.07;16:00:00;1.08493;1.08845;1.08029;1.08137;26461;0;4
2015.04.08;00:00:00;1.08136;1.08875;1.07633;1.08468;75589;0;4
2015.04.08;08:00:00;1.08469;1.08870;1.08352;1.08618;30548;0;4
2015.04.08;16:00:00;1.08616;1.08652;1.07627;1.07795;32535;0;4
2015.04.09;00:00:00;1.07784;1.07885;1.06377;1.07726;68045;0;4
2015.04.09;08:00:00;1.07727;1.07855;1.07292;1.07427;30342;0;4
2015.04.09;16:00:00;1.07425;1.07566;1.06372;1.06584;29726;0;4
2015.04.10;00:00:00;1.06558;1.06836;1.05679;1.06777;67462;0;4
2015.04.10;08:00:00;1.06777;1.06822;1.05674;1.05892;34323;0;4
2015.04.10;16:00:00;1.05893;1.06352;1.05797;1.06030;25073;0;4
2015.04.13;00:00:00;1.05882;1.06191;1.05204;1.05875;69083;0;4
2015.04.13;08:00:00;1.05875;1.06166;1.05202;1.05497;34893;0;4
2015.04.13;16:00:00;1.05499;1.06105;1.05484;1.05659;25886;0;2
2015.04.14;00:00:00;1.05662;1.07072;1.05316;1.05553;72394;0;4
2015.04.14;08:00:00;1.05555;1.06445;1.05311;1.06363;35990;0;4
2015.04.14;16:00:00;1.06365;1.07043;1.06365;1.06539;28951;0;4
2015.04.15;00:00:00;1.06493;1.07021;1.05711;1.06266;80718;0;4
2015.04.15;08:00:00;1.06267;1.06636;1.05705;1.05975;34592;0;4
2015.04.15;16:00:00;1.05971;1.07015;1.05821;1.06869;36258;0;4
2015.04.16;00:00:00;1.06831;1.08174;1.06247;1.06914;104397;0;5
2015.04.16;08:00:00;1.06914;1.07670;1.06246;1.07405;46938;0;5
2015.04.16;16:00:00;1.07402;1.08172;1.06844;1.07592;40367;0;5
2015.04.17;00:00:00;1.07628;1.08487;1.07338;1.07757;86362;0;6
2015.04.17;08:00:00;1.07757;1.08481;1.07378;1.07563;46992;0;5
2015.04.17;16:00:00;1.07564;1.08231;1.07343;1.08089;29622;0;4
2015.04.20;00:00:00;1.08171;1.08202;1.07125;1.07757;73626;0;6
2015.04.20;08:00:00;1.07757;1.08053;1.07120;1.07426;34443;0;4
2015.04.20;16:00:00;1.07426;1.07680;1.07240;1.07379;22620;0;4
2015.04.21;00:00:00;1.07404;1.07812;1.06598;1.07317;71110;0;6
2015.04.21;08:00:00;1.07317;1.07370;1.06594;1.07144;40707;0;4
2015.04.21;16:00:00;1.07138;1.07808;1.06834;1.07333;34407;0;4
2015.04.22;00:00:00;1.07332;1.08009;1.07087;1.07362;73672;0;4
2015.04.22;08:00:00;1.07363;1.08004;1.07121;1.07265;45628;0;4
2015.04.22;16:00:00;1.07263;1.07484;1.07079;1.07253;32965;0;4
2015.04.23;00:00:00;1.07209;1.08459;1.06660;1.07022;78576;0;4
2015.04.23;08:00:00;1.07024;1.07820;1.06655;1.07619;45511;0;4
2015.04.23;16:00:00;1.07618;1.08458;1.07330;1.08245;40823;0;4
2015.04.24;00:00:00;1.08231;1.09000;1.07842;1.08035;77615;0;4
2015.04.24;08:00:00;1.08035;1.08996;1.07965;1.08420;51899;0;4
2015.04.24;16:00:00;1.08417;1.08786;1.08047;1.08700;34527;0;4
2015.04.27;00:00:00;1.08630;1.09264;1.08195;1.08551;67636;0;4
2015.04.27;08:00:00;1.08551;1.08864;1.08191;1.08428;38838;0;4
2015.04.27;16:00:00;1.08428;1.09263;1.08360;1.08869;35956;0;4
2015.04.28;00:00:00;1.08870;1.09908;1.08599;1.08706;76426;0;4
2015.04.28;08:00:00;1.08711;1.09487;1.08595;1.09259;47032;0;4
2015.04.28;16:00:00;1.09261;1.09905;1.09179;1.09788;39828;0;4
2015.04.29;00:00:00;1.09771;1.11878;1.09591;1.09626;84995;0;4
2015.04.29;08:00:00;1.09626;1.10724;1.09609;1.10282;46110;0;4
2015.04.29;16:00:00;1.10284;1.11875;1.10151;1.11265;59327;0;4
2015.04.30;00:00:00;1.11247;1.12661;1.10714;1.11068;94050;0;4
2015.04.30;08:00:00;1.11067;1.12485;1.10708;1.11625;63887;0;4
2015.04.30;16:00:00;1.11627;1.12659;1.11154;1.12222;64286;0;4
2015.05.01;00:00:00;1.12199;1.12898;1.11743;1.12075;69310;0;5
2015.05.01;08:00:00;1.12073;1.12845;1.11996;1.12562;44588;0;4
2015.05.01;16:00:00;1.12563;1.12896;1.11742;1.11967;42969;0;4
2015.05.04;00:00:00;1.11892;1.12244;1.11229;1.11919;63373;0;5
2015.05.04;08:00:00;1.11918;1.12238;1.11224;1.11819;43748;0;4
2015.05.04;16:00:00;1.11820;1.11897;1.11316;1.11469;9357;0;4
2015.05.05;00:00:00;1.11425;1.12227;1.10663;1.11267;67032;0;6
2015.05.05;08:00:00;1.11257;1.11715;1.10662;1.11566;7748;0;2
2015.05.05;16:00:00;1.11581;1.12203;1.11195;1.11849;10296;0;2
2015.05.06;00:00:00;1.11857;1.13702;1.11747;1.12347;78497;0;2
2015.05.06;08:00:00;1.12353;1.12873;1.12024;1.12810;20970;0;1
2015.05.06;16:00:00;1.12832;1.13693;1.12692;1.13447;16980;0;2
2015.05.07;00:00:00;1.13442;1.13918;1.12372;1.13444;82215;0;2
2015.05.07;08:00:00;1.13444;1.13918;1.12616;1.12951;19977;0;1
2015.05.07;16:00:00;1.12945;1.13070;1.12371;1.12657;6002;0;9
2015.05.08;00:00:00;1.12738;1.12888;1.11792;1.12161;82604;0;11
2015.05.08;08:00:00;1.12161;1.12876;1.11789;1.12622;15620;0;9
2015.05.08;16:00:00;1.12620;1.12744;1.11833;1.12085;12067;0;5
2015.05.11;00:00:00;1.11981;1.12065;1.11312;1.11488;65115;0;11
2015.05.11;08:00:00;1.11487;1.11936;1.11344;1.11416;10379;0;6
2015.05.11;16:00:00;1.11416;1.11741;1.11305;1.11542;34496;0;10
2015.05.12;00:00:00;1.11526;1.12788;1.11337;1.11706;85527;0;9
2015.05.12;08:00:00;1.11706;1.12780;1.11663;1.12276;48378;0;10
2015.05.12;16:00:00;1.12281;1.12658;1.12051;1.12127;34279;0;7
2015.05.13;00:00:00;1.12096;1.13826;1.12024;1.12481;81054;0;5
2015.05.13;08:00:00;1.12482;1.13235;1.12019;1.13063;29399;0;5
2015.05.13;16:00:00;1.13072;1.13821;1.13034;1.13542;40442;0;5
2015.05.14;00:00:00;1.13486;1.14445;1.13402;1.13657;85651;0;7
2015.05.14;08:00:00;1.13657;1.14442;1.13596;1.14121;47381;0;5
2015.05.14;16:00:00;1.14120;1.14167;1.13428;1.14095;40553;0;7
2015.05.15;00:00:00;1.14090;1.14667;1.13238;1.14105;78152;0;1
2015.05.15;08:00:00;1.14105;1.14199;1.13233;1.13345;47791;0;7
2015.05.15;16:00:00;1.13344;1.14661;1.13282;1.14466;17811;0;6
2015.05.18;00:00:00;1.14481;1.14494;1.12987;1.14337;63169;0;6
2015.05.18;08:00:00;1.14337;1.14460;1.13666;1.13889;8579;0;6
2015.05.18;16:00:00;1.13888;1.13981;1.12979;1.13140;39863;0;7
2015.05.19;00:00:00;1.13106;1.13263;1.11191;1.13029;84886;0;7
2015.05.19;08:00:00;1.13030;1.13201;1.11213;1.11319;54604;0;8
2015.05.19;16:00:00;1.11320;1.11661;1.11184;1.11490;39533;0;7
2015.05.20;00:00:00;1.11491;1.11523;1.10623;1.11308;90003;0;7
2015.05.20;08:00:00;1.11307;1.11455;1.10616;1.11409;52834;0;7
2015.05.20;16:00:00;1.11410;1.11415;1.10693;1.10932;51044;0;7
2015.05.21;00:00:00;1.10927;1.11813;1.10800;1.11235;84915;0;7
2015.05.21;08:00:00;1.11234;1.11807;1.10790;1.11127;51468;0;4
2015.05.21;16:00:00;1.11128;1.11405;1.11044;1.11113;38960;0;7
2015.05.22;00:00:00;1.11107;1.12081;1.10022;1.11398;82468;0;7
2015.05.22;08:00:00;1.11396;1.12069;1.10703;1.10786;46509;0;9
2015.05.22;16:00:00;1.10787;1.10787;1.10016;1.10141;40095;0;7
2015.05.25;00:00:00;1.10007;1.10096;1.09590;1.09839;52063;0;7
2015.05.25;08:00:00;1.09838;1.10071;1.09584;1.09849;27192;0;12
2015.05.25;16:00:00;1.09849;1.09866;1.09672;1.09769;15799;0;7
2015.05.26;00:00:00;1.09742;1.09813;1.08635;1.09355;86697;0;9
2015.05.26;08:00:00;1.09354;1.09394;1.08844;1.09047;53446;0;5
2015.05.26;16:00:00;1.09045;1.09275;1.08626;1.08723;41754;0;7
2015.05.27;00:00:00;1.08714;1.09290;1.08194;1.08882;81431;0;7
2015.05.27;08:00:00;1.08884;1.09284;1.08263;1.08309;49298;0;7
2015.05.27;16:00:00;1.08311;1.09098;1.08185;1.09034;41693;0;7
2015.05.28;00:00:00;1.09036;1.09587;1.08670;1.09172;93264;0;7
2015.05.28;08:00:00;1.09173;1.09502;1.08759;1.08986;53343;0;9
2015.05.28;16:00:00;1.08984;1.09579;1.08681;1.09473;41952;0;7
2015.05.29;00:00:00;1.09474;1.10064;1.09259;1.09535;80927;0;9
2015.05.29;08:00:00;1.09535;1.09967;1.09251;1.09667;47720;0;7
2015.05.29;16:00:00;1.09665;1.10053;1.09536;1.09895;38462;0;7
2015.06.01;00:00:00;1.09815;1.09892;1.08871;1.09590;84439;0;7
2015.06.01;08:00:00;1.09590;1.09666;1.08907;1.09439;45821;0;9
2015.06.01;16:00:00;1.09439;1.09784;1.08865;1.09258;55064;0;5
2015.06.02;00:00:00;1.09231;1.11942;1.09152;1.09352;100615;0;7
2015.06.02;08:00:00;1.09352;1.10679;1.09175;1.10648;85885;0;5
2015.06.02;16:00:00;1.10649;1.11927;1.10642;1.11501;78189;0;5
2015.06.03;00:00:00;1.11498;1.12844;1.10793;1.11619;98911;0;7
2015.06.03;08:00:00;1.11618;1.11890;1.10811;1.11199;62223;0;2
2015.06.03;16:00:00;1.11218;1.12843;1.11218;1.12737;13101;0;2
2015.06.04;00:00:00;1.12698;1.13797;1.12228;1.12665;75635;0;2
2015.06.04;08:00:00;1.12665;1.13793;1.12309;1.12937;8026;0;2
2015.06.04;16:00:00;1.12936;1.13173;1.12219;1.12372;54757;0;1
2015.06.05;00:00:00;1.12322;1.12797;1.10496;1.12172;109156;0;10
2015.06.05;08:00:00;1.12172;1.12793;1.10747;1.10972;81307;0;5
2015.06.05;16:00:00;1.10971;1.11359;1.10489;1.11163;70494;0;5
2015.06.08;00:00:00;1.10908;1.13068;1.10837;1.11049;84474;0;9
2015.06.08;08:00:00;1.11049;1.12044;1.10866;1.11814;70936;0;5
2015.06.08;16:00:00;1.11814;1.13063;1.11799;1.12908;61728;0;5
2015.06.09;00:00:00;1.12904;1.13454;1.12140;1.13100;98712;0;8
2015.06.09;08:00:00;1.13100;1.13446;1.12136;1.12258;85008;0;5
2015.06.09;16:00:00;1.12259;1.12902;1.12204;1.12817;57818;0;5
2015.06.10;00:00:00;1.12805;1.13863;1.12600;1.12949;111271;0;5
2015.06.10;08:00:00;1.12948;1.13855;1.12599;1.13062;91804;0;5
2015.06.10;16:00:00;1.13062;1.13495;1.12726;1.13230;61691;0;5
2015.06.11;00:00:00;1.13256;1.13314;1.11828;1.13015;87340;0;6
2015.06.11;08:00:00;1.13016;1.13306;1.11816;1.12522;70587;0;5
2015.06.11;16:00:00;1.12525;1.12770;1.12046;1.12566;57721;0;5
2015.06.12;00:00:00;1.12547;1.12964;1.11511;1.12313;93939;0;5
2015.06.12;08:00:00;1.12313;1.12477;1.11509;1.12240;56667;0;6
